DOCULECT	GLOSS	IPA
TommoSoTongoTongo	calf	nààíí
TommoSoTongoTongo	calf	ɔ̀líínàà
TomoKanDiangassagou	calf	nàŋà+dò+m.bè
TomoKanSegue	calf	nàʔ.~à+dò+m.bé~
ToroTegu	calf	nàŋàì+r.∼í.í
YandaDom	calf	nǎj+jè
YornoSo	calf	nà.àí.ì
BenTey	cow (female)	nà.àjǎ+m
JamsayDouentza	cow (female)	nàŋà+ná.á
Mombo	cow (female)	ná.ájɔ̀.ɔ̀
BonduSoNajamba	cow (female)	nɛ̀.ɛ̀jɛ̀.ɛ́
BonduSoKindige	cow (female)	nɛ̀.ɛ́
Nanga	cow (female)	nàŋà+jà.á
TogoKan	cow (female)	nàŋà+ná.á
TommoSoTongoTongo	cow (female)	nààjàá
ToroTegu	cow (female)	nàŋà+já
YandaDom	cow (female)	nà.àjɛ̀
YornoSo	cow (female)	nà.àjà.á
BenTey	bull	nà.àár.∼à+m
DogulDomBendiely	bull	nààɡùá+nà
DonnoSo	bull	nàŋàà+ná
JamsayDouentza	bull	nàŋàà+r.∼á
Mombo	bull	nà.àwá+lá
BonduSoNajamba	bull	nɛ̀.ɛ̀ánè
Nanga	bull	nàŋàá+r.∼â
TebulUre	bull	nà.àár.∼á
TogoKan	bull	nàŋàà+r.∼á
TommoSoTongoTongo	bull	nàààná
TomoKanSegue	bull	nàʔ.~à+dʒù+ŋ.ɡú
ToroTegu	bull	nàŋàà+rá
YornoSo	bull	nà.ààr.∼á
Ampari	dog	ìdʒɛ́
BankanTey	dog	ndʒèrû+m
BenTey	dog	ìn.dʒɛ̌+m
Bunoge	dog	ʔín+dʒɛ̀
DogulDomBendiely	dog	úŋɔ̀
DogulDomKundialang	dog	ùŋɔ́ŋ
DonnoSo	dog	ìdú
JamsayGourou	dog	ìzú
JamsayDouentza	dog	ìdʒú
JamsayMondoro	dog	ìdʒú
Mombo	dog	ín.dʒɛ̀
BonduSoNajamba	dog	ŋɡ+wɛ̀.ɛ́
Nanga	dog	nɛ̀r.∼î
Penange	dog	ŋkɛ̀
PergeTegu	dog	ìšú
TebulUre	dog	ìn.dʒɛ̀.ɛ́
Tiranige	dog	í.ín.dʒɛ́
Tiranige	dog	í.í+ŋ.ɡɛ́
TogoKan	dog	ìsí
TommoSoTongoTongo	dog	ìsé
TomoKanDiangassagou	dog	ùdʒù
TomoKanSegue	dog	ʔùdʒù
ToroTegu	dog	nènú
YandaDom	dog	ìn.dʒɛ̀
YandaDom	dog	ndʒɛ̀
YornoSo	dog	ìdʒú
BankanTey	goat	bɛ́rù+m
BenTey	goat	bɛ́rì+m
BenTey	goat	bɛ́rù+m
Bunoge	goat	kílɔ̀
DogulDomBendiely	goat	ínà.à
DogulDomKundialang	goat	ínà.à
DonnoSo	goat	ɛ̀nɛ́
JamsayGourou	goat	bɛ̀rú
JamsayDouentza	goat	bɛ̀rú
JamsayDouentza	goat	bɛ̀n+ná.á
JamsayDouentza	goat	ɛ̀r.∼ɛ́
JamsayMondoro	goat	bɛ̀rú
Mombo	goat	úná
BonduSoNajamba	goat	ínè
Nanga	goat	bɛ́rî
Nanga	goat	mír.∼ê
Nanga	goat	mɛ́r.∼ɛ̂
Penange	goat	úná
PergeTegu	goat	ɛ̀r.∼ɛ́
TebulUre	goat	ír.∼è.è
TebulUre	goat	ír.∼è.è
Tiranige	goat	ùnà
TogoKan	goat	ɛ̀r.∼ɛ́
TommoSoTongoTongo	goat	ɛ̀nɛ́
TomoKanDiangassagou	goat	ɡɛ́.ɛ́
TomoKanSegue	goat	ɡɛ́
ToroTegu	goat	ɛ̀r.∼á
YandaDom	goat	ʔə́nɛ́
YornoSo	goat	ɛ̀r.∼ɛ́
BankanTey	goat kid	bɛ̀r+jî+m
BenTey	goat kid	bɛ̀r+jí+m
DogulDomBendiely	goat kid	ìnààé+ɡù
DonnoSo	goat kid	ɛ̀nɛ̀í.ì
JamsayDouentza	goat kid	bɛ̀r.∼í.ì~
Mombo	goat kid	únáwé.é
BonduSoNajamba	goat kid	nà.àdʒí.ì
Nanga	goat kid	bɛ̀r+jí.ì
TebulUre	goat kid	ìnɛ̀dɛ́
TogoKan	goat kid	ɛ̀r.∼í.í~
TommoSoTongoTongo	goat kid	ɛ̀nɛ̀íí
ToroTegu	goat kid	ɛ̀r.∼àìr.∼í.í
YandaDom	goat kid	ʔə̀ní+jè
YornoSo	goat kid	ɛ̀r.∼ɛ̀í.ì
BenTey	billygoat, male goat	bɛ̀rà+dʒǐ+m
BenTey	billygoat, male goat	bɛ̀rá+r.∼à+m
DonnoSo	billygoat, male goat	ɛ̀nɛ̀àná
JamsayGourou	billygoat, male goat	bɛ̀rùà+ɡí.í
JamsayDouentza	billygoat, male goat	bɛ̀rà+dʒí.í
JamsayDouentza	billygoat, male goat	bɛ̀rùà+r.∼á
Mombo	billygoat, male goat	ùnàwá+lá
BonduSoNajamba	billygoat, male goat	ìnèánè
Nanga	billygoat, male goat	bɛ̀rá+r.∼à
TebulUre	billygoat, male goat	ìnèár.∼á
TogoKan	billygoat, male goat	ɛ̀r.∼ɛ̀àr.∼á
TommoSoTongoTongo	billygoat, male goat	ɛ̀nɛ̀àná
TomoKanSegue	billygoat, male goat	ɡɛ̀dʒí.í
ToroTegu	billygoat, male goat	ɛ̀r.∼ààrá
YandaDom	billygoat, male goat	ʔə̀nɛ̀á+n
YornoSo	billygoat, male goat	ɛ̀r.∼ɛ̀àr.∼á
BankanTey	sheep	pɛ̀rɛ̌+m
BenTey	sheep	pɛ̀rɛ̌+m
Bunoge	sheep	ʔálá+mà
DogulDomBendiely	sheep	pésì+ɡì
DogulDomKundialang	sheep	pés+ɡè
DonnoSo	sheep	pédù
JamsayGourou	sheep	pé.ézú
JamsayDouentza	sheep	pé.édʒú
JamsayMondoro	sheep	pé.édʒú
Mombo	sheep	ánnà
BonduSoNajamba	sheep	pɛ̀+ɡɛ́
Nanga	sheep	pɛ̀r+ɡɛ́
Penange	sheep	àlàmù+nɔ̀
PergeTegu	sheep	pé.ésú
TebulUre	sheep	péd+dè
Tiranige	sheep	á+m.bá
Tiranige	sheep	á.áná
TogoKan	sheep	pédʒú
TommoSoTongoTongo	sheep	pédú
TomoKanDiangassagou	sheep	pédʒí
TomoKanSegue	sheep	pèdʒí
ToroTegu	sheep	bɛ̀lú
YandaDom	sheep	pɛ̀.ɛ̀
YornoSo	sheep	pédʒú
BenTey	lamb	pɛ̀rɛ̀+jí+m
DonnoSo	lamb	pèdùí.ì
JamsayDouentza	lamb	pè.èdʒí.ì~
Mombo	lamb	ànnà+wé.é
BonduSoNajamba	lamb	pɛ̀ɡɛ̀è+n.dé.è
Nanga	lamb	pɛ̀r+ɡɛ̀jí.ì
TebulUre	lamb	pèd+dèɛ̀dɛ́
TogoKan	lamb	pèdʒí.í~
TommoSoTongoTongo	lamb	pèdùíí
ToroTegu	lamb	bɛ̀lùì+r.∼í.í
YandaDom	lamb	pɛ̌j+jè
YornoSo	lamb	pèdʒùí.ì
BankanTey	ewe	pɛ̀rɛ̀+jǎ+m
BenTey	ewe	pɛ̀rɛ̀+jǎ+m
JamsayDouentza	ewe	pè.èdʒù+ná.á
Mombo	ewe	ánnà+jɔ́.ɔ̀
BonduSoNajamba	ewe	pɛ̀ɡɛ̀+jɛ̀.ɛ́
Nanga	ewe	pɛ̀r+ɡɛ̀jǎ+ŋ
TogoKan	ewe	pèdʒù+ná.á
TommoSoTongoTongo	ewe	pèdù+jàá
TomoKanSegue	ewe	pèdʒì+jà.à
ToroTegu	ewe	bɛ̀lù+já
YandaDom	ewe	pɛ̀.ɛ̀jɛ̀
YornoSo	ewe	pèdʒù+jà.á
BenTey	ram	pɛ̀rɛ̀á+r.∼à+m
DonnoSo	ram	pèdùà+ná
JamsayGourou	ram	pè.èzùà+ɡí.í
JamsayDouentza	ram	pè.èdʒùà+r.∼á
Mombo	ram	ànnà+wálá
BonduSoNajamba	ram	pɛ̀ɡá.á+nè
Nanga	ram	pɛ̀r+ɡɛ̀ár.∼â
TogoKan	ram	pèdʒùà+r.∼á
TommoSoTongoTongo	ram	pèdùà+ná
TomoKanSegue	ram	pèdʒì+dʒè~dʒè~
ToroTegu	ram	bɛ̀lùà+rá
ToroTegu	ram	bɛ̀là.à+rá
YornoSo	ram	pèdʒùà+r.∼á
BankanTey	horse	sǒ+m
BenTey	horse	sǒ+m
Bunoge	horse	sé
DogulDomBendiely	horse	só+mú
DogulDomKundialang	horse	sǒ+m
DonnoSo	horse	sǒŋ
JamsayGourou	horse	sǒ+m
JamsayDouentza	horse	sǒ+m
Mombo	horse	sóɲó+nì
BonduSoNajamba	horse	bàné
BonduSoNajamba	horse	bǎn
Nanga	horse	sǒŋ
Penange	horse	sòn+dʒò+m
PergeTegu	horse	sǒ+m
TebulUre	horse	sò+mé
TiranigeBoui	horse	sóɲó+ní
TiranigeNingo	horse	só+ɲdʒó+ní
TogoKan	horse	sɔ̌~
TommoSoTongoTongo	horse	só+m
ToroTegu	horse	sò+ŋ.ɡú
ToroTegu	horse	sòŋú
ToroTegu	horse	sǒŋ
YandaDom	horse	sò+m
YornoSo	horse	sǒ+m
BankanTey	pigeon (domestic)	tùrù+sû+m
BenTey	pigeon (domestic)	ɡɔ̀.ɔ̀.∼+m
Bunoge	pigeon (domestic)	kùnɛ̀+kúnɛ́+sà.á+m.bà
DogulDomBendiely	pigeon (domestic)	ɡùlà+m.bá
DogulDomBendiely	pigeon (domestic)	ɡùlà+mpá
DogulDomKundialang	pigeon (domestic)	ɡùlà+mpá
DonnoSo	pigeon (domestic)	ɡùlɔ̀+m.bɔ́
JamsayDouentza	pigeon (domestic)	kìká+dʒà
JamsayMondoro	pigeon (domestic)	ɡú+m.bà
JamsayMondoro	pigeon (domestic)	kìká+dʒà
Mombo	pigeon (domestic)	dèbù+ɡú+m.bá+ɡú+m.bà
BonduSoNajamba	pigeon (domestic)	ɡùr+m.bá.à
Nanga	pigeon (domestic)	dʒà.à+m.bá
Penange	pigeon (domestic)	pól+málá.á+n.dì
PergeTegu	pigeon (domestic)	kàká+sà
TebulUre	pigeon (domestic)	káɡá+dá
Tiranige	pigeon (domestic)	ɡùlù+m.bá
TogoKan	pigeon (domestic)	pèlè+ɡú+mó
TommoSoTongoTongo	pigeon (domestic)	ɡùrù+m.báá
TomoKanDiangassagou	pigeon (domestic)	pèlè+bú+m.bà+là
TomoKanSegue	pigeon (domestic)	pjè+lèbú+m.bà+là
ToroTegu	pigeon (domestic)	tùsû+m
YandaDom	pigeon (domestic)	ɡùlú+m.bà
YornoSo	pigeon (domestic)	ɡùrù+má.à
BankanTey	bird (any)	nì.í+m
BenTey	bird (any)	nì.ìj.∼î+m
Bunoge	bird (any)	ní.íbè
DogulDomBendiely	bird (any)	lèɡèè+ɡú
DogulDomBendiely	bird (any)	nèɡèè+ɡú
DogulDomKundialang	bird (any)	nèɡè.é+ɡ
DonnoSo	bird (any)	sàdá.à
JamsayDouentza	bird (any)	sà.àdʒí.ì~
JamsayDouentza	bird (any)	sàdʒú
JamsayMondoro	bird (any)	sàdʒú
Mombo	bird (any)	ìní
BonduSoNajamba	bird (any)	nì.í
Nanga	bird (any)	lì.ì+ɡí
Penange	bird (any)	nèdʒ+dʒé
PergeTegu	bird (any)	sàsǎ+j
TebulUre	bird (any)	àdé
Tiranige	bird (any)	níjè
TogoKan	bird (any)	sàdʒú
TommoSoTongoTongo	bird (any)	sàdàá
TomoKanDiangassagou	bird (any)	sàdʒù
TomoKanSegue	bird (any)	sàdʒù
ToroTegu	bird (any)	sǎj
YandaDom	bird (any)	àɲàn
YornoSo	bird (any)	sìsà.á
BankanTey	poultry	dʒɛ̀+n.dɛ̀+kì+sì+jú
Mombo	poultry	kárá+kárá+sá.á+ɡè
TommoSoTongoTongo	poultry	ɡìnɛ̀j+sàdàà
YornoSo	poultry	ɛ̀ɲɛ́
BankanTey	pig	àríjè+m
BenTey	pig	tórú+m
Bunoge	pig	ʔàl+là
DogulDomBendiely	pig	álìjà
DogulDomKundialang	pig	álìjà
DonnoSo	pig	tólù
JamsayDouentza	pig	tórú
Mombo	pig	álúwà
BonduSoNajamba	pig	àlíjà
BonduSoNajamba	pig	óléàlì+jà
Nanga	pig	tó.órì
Penange	pig	àl+ɡà
PergeTegu	pig	tórú
TebulUre	pig	tólé
Tiranige	pig	álíjá
TogoKan	pig	tórú
TommoSoTongoTongo	pig	tólú
ToroTegu	pig	tórú
YandaDom	pig	tól
YornoSo	pig	tól
BenTey	cattle herder, cowherd	nà.àbè+ré+m
DogulDomBendiely	cattle herder, cowherd	nàɡí+r
DonnoSo	cattle herder, cowherd	nàŋà+ɡírì+nɛ̀
JamsayDouentza	cattle herder, cowherd	nàŋà+dʒírɛ́+n
Mombo	cattle herder, cowherd	ná.àɡí+rí
BonduSoNajamba	cattle herder, cowherd	nàwò.ò+kìr+ɡɛ́.ɛ́
Nanga	cattle herder, cowherd	nàŋà+bèrè+m.bí
Penange	cattle herder, cowherd	nà.àɡì+r
TommoSoTongoTongo	cattle herder, cowherd	nààɡí+rínɛ́
ToroTegu	cattle herder, cowherd	nàŋà+bénú
YandaDom	cattle herder, cowherd	nà.àkì+lɛ̀
YornoSo	cattle herder, cowherd	nà.àɡí+rɛ́nɛ́
BankanTey	grass, herbs	bèrú
BankanTey	grass, herbs	sàwá.à
BenTey	grass, herbs	bèrú
Bunoge	grass, herbs	kɔ́dʒì
DogulDomBendiely	grass, herbs	kɔ́.ɔ́+ɡù
DogulDomKundialang	grass, herbs	kɔ̀.ɔ́+ɡ
DogulDomKundialang	grass, herbs	bèlé
DonnoSo	grass, herbs	bèlé
JamsayDouentza	grass, herbs	ɔ̀jɔ́
Mombo	grass, herbs	bélé+ŋ.ɡè
BonduSoNajamba	grass, herbs	sɔ̀.ɔ́mɛ̀+ŋ.ɡò
Nanga	grass, herbs	bèrí
Nanga	grass, herbs	sàwâ
Penange	grass, herbs	kɔ́dʒí
PergeTegu	grass, herbs	ɔ̀jɔ́
TebulUre	grass, herbs	jɔ̀wá
Tiranige	grass, herbs	bél+ŋ.ɡe
TiranigeBoui	grass, herbs	bélé+ŋ.ɡé
Tiranige	grass, herbs	kɔ́j
TogoKan	grass, herbs	ɡúɡú+rú
TommoSoTongoTongo	grass, herbs	kèrú
TommoSoTongoTongo	grass, herbs	bèlú
TomoKanDiangassagou	grass, herbs	ɡùní.í
TomoKanSegue	grass, herbs	ɡwì+ní
ToroTegu	grass, herbs	sɔ̀lɔ́
YandaDom	grass, herbs	ɔ̀à
YornoSo	grass, herbs	dɔ̀+ɡɔ́
BankanTey	pasture	bèbè+rú
BenTey	pasture	ɔ̀r.∼ɔ́.ɔ́
DogulDomBendiely	pasture	ɡírù
Mombo	pasture	bɛ́lí+ɡírí
BonduSoNajamba	pasture	ɡír+ŋ.ɡá+n
Nanga	pasture	bèrè+m.bí
TommoSoTongoTongo	pasture	ɡìrù+ɡìrú
ToroTegu	pasture	sàsǎ+ŋ
YornoSo	pasture	běl
BankanTey	castrated (bull, ram, billygoat)	mɔ́.ɔ́rá.á+nì
BenTey	castrated (bull, ram, billygoat)	pɔ̀rú+m
JamsayGourou	castrated (bull, ram, billygoat)	pɔ̀rú
JamsayDouentza	castrated (bull, ram, billygoat)	pɔ̀rú
Mombo	castrated (bull, ram, billygoat)	ká+m.bé
BonduSoNajamba	castrated (bull, ram, billygoat)	mɔ́rɛ́+bà.à
Nanga	castrated (bull, ram, billygoat)	pɔ̀rí
TogoKan	castrated (bull, ram, billygoat)	pɔ̀rú
TommoSoTongoTongo	castrated (bull, ram, billygoat)	pɔ̀rú
ToroTegu	castrated (bull, ram, billygoat)	pɔ́lù
YandaDom	castrated (bull, ram, billygoat)	pɔ̀dù
YornoSo	castrated (bull, ram, billygoat)	pɔ̀rú
BankanTey	skin and butcher (carcass of slaughtered animal)	pán.d+í
BenTey	skin and butcher (carcass of slaughtered animal)	pó
BenTey	skin and butcher (carcass of slaughtered animal)	pál+í
BenTey	skin and butcher (carcass of slaughtered animal)	úr+ɔ́
Bunoge	skin and butcher (carcass of slaughtered animal)	ʔɔ́r+ɛ̀
DogulDomBendiely	skin and butcher (carcass of slaughtered animal)	kɛ̀s+ɛ́
DogulDomKundialang	skin and butcher (carcass of slaughtered animal)	úr+ɛ̀
DonnoSo	skin and butcher (carcass of slaughtered animal)	úr+ɛ̀
JamsayGourou	skin and butcher (carcass of slaughtered animal)	pɔ́.ɔ́
JamsayDouentza	skin and butcher (carcass of slaughtered animal)	pán+á
JamsayMondoro	skin and butcher (carcass of slaughtered animal)	pán+á
Mombo	skin and butcher (carcass of slaughtered animal)	tɔ́l+ɛ́
BonduSoNajamba	skin and butcher (carcass of slaughtered animal)	tɔ́n+ɛ́
Nanga	skin and butcher (carcass of slaughtered animal)	úr+ɔ́
Nanga	skin and butcher (carcass of slaughtered animal)	pán.d+í
Penange	skin and butcher (carcass of slaughtered animal)	tɔ́l+ɛ́
PergeTegu	skin and butcher (carcass of slaughtered animal)	pál+á
TebulUre	skin and butcher (carcass of slaughtered animal)	ùr+ɔ́
Tiranige	skin and butcher (carcass of slaughtered animal)	tɔ́n+ɔ́
TogoKan	skin and butcher (carcass of slaughtered animal)	pɔ́.ɔ́
TommoSoTongoTongo	skin and butcher (carcass of slaughtered animal)	úr+ɔ́
TomoKanDiangassagou	skin and butcher (carcass of slaughtered animal)	ʔùr+ɛ́
TomoKanSegue	skin and butcher (carcass of slaughtered animal)	ʔùr+ɛ́
ToroTegu	skin and butcher (carcass of slaughtered animal)	wòr+ó
YandaDom	skin and butcher (carcass of slaughtered animal)	pán+á+lì
YornoSo	skin and butcher (carcass of slaughtered animal)	úr+ɔ́
BankanTey	donkey	dúrù+m
BenTey	donkey	súrú+bɔ̀+ŋ.ɡɔ̂+m
BenTey	donkey	súbɔ̀+ŋ.ɡɔ̂+m
BenTey	donkey	súbɔ̀+ŋ.ɡɔ̂+m
Bunoge	donkey	kóló+mù
DogulDomBendiely	donkey	dúlù+ɡù
DogulDomKundialang	donkey	dúlù+ɡ
DonnoSo	donkey	dʒà+ŋ.ɡú+rù
JamsayGourou	donkey	zàm+dúrú
JamsayDouentza	donkey	dʒàm+dúrú
JamsayDouentza	donkey	dʒà+n.dú+rú
JamsayMondoro	donkey	dʒà+n.dú+rú
Mombo	donkey	kɔ́n+jɔ̀
BonduSoNajamba	donkey	pár+ŋ.ɡá
BonduSoNajamba	donkey	párá+ŋ.ɡá
Nanga	donkey	súmá+ŋà
Penange	donkey	kòlò+kòlò
PergeTegu	donkey	dʒàm+dúrú
TebulUre	donkey	zàm+dílè
TiranigeBoui	donkey	kɔ́lɔ́+ŋɔ̀
TiranigeNingo	donkey	kɔ́ní+jɔ́
TogoKan	donkey	dʒɔ̀.∼tú+rú
TommoSoTongoTongo	donkey	dʒà+n.dú+lú
TommoSoTongoTongo	donkey	dúlú
TomoKanDiangassagou	donkey	dʒò+n.dù
TomoKanSegue	donkey	dʒò+n.dò
ToroTegu	donkey	zà+n.dú+rú
YandaDom	donkey	zàm+dúrú
YandaDom	donkey	zàm+túrú
YornoSo	donkey	dʒàm+dúl
BankanTey	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dí+jé
BenTey	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dô+l
Bunoge	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡà+n.dù.ù+rɛ́
DogulDomKundialang	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡà+n.dú.ú+rɛ̀
DonnoSo	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	dʒà+n.dù+rú+tò+ò+lò
JamsayGourou	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀rɔ́+ɡûn
JamsayDouentza	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀rɔ́+ɡôl
JamsayDouentza	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dú+wô+l
JamsayDouentza	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dó+wô+l
JamsayDouentza	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dɛ́.ɛ́+rɛ̀
Mombo	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡɔ̀.ɔ̀.∼dá.á+lè
BonduSoNajamba	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dù+rè
Nanga	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀rɔ̀+ɡôl
Nanga	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀rɔ̀+dún+már.∼á
Penange	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	pàr+ɡàwó+lló
PergeTegu	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀rɔ̀+kɔ́lú
TebulUre	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kwà.à+kólò
Tiranige	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡà+n.dì+ré
TogoKan	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀rɔ́+ɡól
TommoSoTongoTongo	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡèɲ+ɲùdɔ̌+j~
TommoSoTongoTongo	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	dúɡɔ́+n.dɔ́
TomoKanDiangassagou	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀lɔ̀+sù+ŋ.ɡù
TomoKanSegue	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀lɔ̀+sù+ŋ.ɡù
ToroTegu	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡá+n.dò+l
ToroTegu	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	ɡálí+jé
YandaDom	yoke wrapped in cloth around donkey's neck and tied by a rope to the two long poles of a cart	kɔ̀lɔ̀+ɡòdú
BankanTey	chicken	ɛ̀zɛ̂+m
BenTey	chicken	ɛ̀n.dʒɛ̂+m
Bunoge	chicken	sí.ídʒà
DogulDomBendiely	chicken	àrùdʒɛ́+nɛ́
